pdpass,dateIncorporated,fileNumber,assignee1,assignee2,assignee3,assignee4,assignee5
12121343,,(none),SURGICAL NAVIGATION TECHNOLOGIES,,,,
12404969,,(none),WEBIV NETWORKS INC,,,,
11864593,,(none),KEYLABS INC,,,,
12585947,,(none),CARGILL DOW POLYMERS LLC,,,,
10790678,,(none),HAMILTONTHORN RESEARCH,,,,
11406262,,(none),NAMIC CARIBE INC,,,,
12406746,,(none),KONINKLIJKE PHILLIPS ELECTRONICS NV,,,,
12486300,,(none),CURLETT FAMILY LTD PARTNERSHIP,,,,
12003633,,(none),SMARTTALK TELESERVICES INC,,,,
11480320,,(none),ADVANCED SURGICAL MATERIALS INC,,,,
12709200,,(none),FINANCIAL SERVICES TECHNOLOGY CONSORTIUM,,,,
12958112,,(none),HITACHI KOKUSAI ELECTRIC CO LTD,,,,
11998059,,(none),HOECHST DIAFOIL COMPANY,,,,
13091789,,(none),ALLERGAS INC,,,,
11923875,,(none),GAME DATA INC,,,,
12329391,,(none),NOKIA NETWORKS OV,,,,
11499445,,(none),AER ENERGY RESOURCES INC,,,,
11888535,,(none),AUGATLRC ELECTRONICS INC,,,,
12720179,,(none),NEUROVASX INC,,,,
11830582,,(none),ESSEX TURBINE LTD,,,,
11976685,,(none),IPEC CLEAN INC,,,,
10916551,,(none),MI DRILLING FLUIDS COMPANY,,,,
12620984,,(none),CARDIOVASC INC,,,,
11386941,,(none),THOMSON TUBES ELECTRONIQUES,,,,
10947940,,(none),XERMAC INC,,,,
12523744,,(none),BIOMEDICINES INC,,,,
11973272,,(none),THOMPSON LOCK SUPPLY CORPORATION,,,,
11512344,,(none),GEC PLESSEY SEMICONDUCTORS INC,,,,
11834012,,(none),OHMEDA PHARMACEUTICAL PRODUCTS DIVISION INC,,,,
12782049,,(none),HARBOR DESIGN SYSTEMS INC,,,,
13061672,,(none),CREDENCE SYSTEMS COPORATION,,,,
11372832,,(none),LIPHA SA,,,,
12633788,,(none),HAND INNOVATIONS INC,,,,
12409551,,(none),HOOT AEROBIC SYSTEMS INC,,,,
13159352,,(none),LIFESCAN SCOTLAND,,,,
12474270,,(none),JAPAN INFONET INC,,,,
10620216,,(none),HALDOR TOPSOE AS,,,,
13001282,,(none),EVANSTON NORTHWESTERN HEALTHCARE,,,,
13195026,,(none),L3 COMMUNICATIONS CINCINNATI ELECTRONICS CORPORATION,,,,
13043744,,(none),PATRIOT ANTENNA SYSTEMS INC,,,,
12863109,,(none),ADVANCED FIBRE ACCESS CORPORATION,,,,
12972214,,(none),MEDIGUS LTD,,,,
12684760,,(none),HYBRID POWER GENERATION SYSTEMS INC,,,,
12016704,,(none),ULTRALIFE BATTERIES,,,,
13169249,,(none),IPRIVACY LLC,,,,
12173569,,(none),MURATA ELECTRIC BOATWORKS LLC,,,,
12924585,,(none),ADRIAN JOSEPH,,,,
11209126,,(none),WORCESTER FOUNDATION FOR EXPERIMENTAL BIOLOGY INC,,,,
12724222,,(none),UCB CHIP INC,,,,
10804360,,(none),PETROLEUM FERMENTATIONS NV,,,,
11897887,,(none),NOVOVASC LLC,,,,
12259993,,(none),HEART CARE PARTNERS,,,,
12452549,,(none),MYRIADLASE INC,,,,
11292492,,(none),CONSOLIDATED EDISON COMPANY OF NEW YORK INC,,,,
11865605,,(none),SC JOHNSON COMMERCIAL MARKETS INC,,,,
12217660,,(none),CYTO PULSE SCIENCES,,,,
11875491,,(none),ATLANTA PRECISION MOLDING COMPANY,,,,
10168389,,(none),PROCEDYNE CORP,,,,
12942802,,(none),AFTGTG LLC,,,,
12281883,,(none),PICOSTAR LLC,,,,
12918356,,(none),OAK RIDGE MICROENERGY INC,,,,
13035042,,(none),NANOLIGN INC,,,,
12497412,,(none),ANCHOR TOOL DIE CORP,,,,
12158697,,(none),HY PAT CORPORATION,,,,
12897664,,(none),RIO OESTE SA,,,,
13101577,,(none),DIAMOND INNOVAITONS INC,,,,
11530621,,(none),SOLEFOUND INC,,,,
11009907,,(none),HOECHST CELANESE CHEMICAL CO,,,,
12860021,,(none),ORASEE CORP,,,,
11753426,,(none),KINETICS NOISE CONTROL,,,,
12481028,,(none),TESSERON LTD,,,,
12694712,,(none),BANDERACOM INC,,,,
11987102,,(none),FOSTEC INC,,,,
11374063,,(none),KYOEISHA CHEMCIAL CO LTD,,,,
12301991,,(none),HEART CARE ASSOCIATES LLC,,,,
10789491,,(none),DATASONICS CORP,,,,
12194437,,(none),ASC ADVANCED SWITCHING COMMUNICATIONS,,,,
12621673,,(none),POLYTHANE SYSTEMS INC,,,,
13027462,,(none),INFINEON TECHNOLOGES RICHMOND LP,,,,
12025951,,(none),SUNDSTRAND FLUID HANDLING CORPORATION,,,,
12829739,,(none),RADICA GAMES LTD,,,,
13022472,,(none),TELEPUTERS LLC,,,,
13177941,,(none),KANSAI PAINT CO LIMITED,,,,
12740649,,(none),SFM SOPHISTICATED FLOW METERS LTD,,,,
11779864,,(none),GENE PRINT INC,,,,
12048420,,(none),CIBA SPECIALITY CHEMICALS WATER TREATMENTS LIMITED,,,,
13033932,,(none),TEXZEC INC,,,,
12202945,,(none),SULZER CARBOMEDICS INC,,,,
13034087,,(none),SIIMPEL CORPORATION,,,,
11480281,,(none),BRACCO SPA,,,,
11628546,,(none),MACRONIX INTERNATIONAL CO INC,,,,
10791564,,(none),G R POTTS ASSOCIATES INC,,,,
12437314,,(none),THERAGEM INC,,,,
12626943,,(none),SIEMENS DIESEL SYSTEMS TECHNOLOGY LLC,,,,
12544088,,(none),AHLSTROM GLASSFIBRE OY,,,,
11048185,,(none),PULLMAN LEASING COMPANY,,,,
12302471,,(none),NANOMATERIALS RESEARCH CORPORATION,,,,
10750466,,(none),ANGIOBRADE PARTNERS,,,,
11367985,,(none),TRANCELL INC,,,,
11106459,,(none),T CELL SCIENCES INC,,,,
13019959,,(none),MASTEN OPTODIAGNOSTICS CO,,,,
12979300,,(none),CMS PARTNERS INC,,,,
12998809,,(none),WOODLARK CIRCLEINC,,,,
12894141,,(none),ARCTURUS BIOSCIENCE INC,,,,
11677128,,(none),ELAN HOME SYSTEMS LLC,,,,
10986073,,(none),DILLONQUALITY PLUS INC,,,,
12242548,,(none),MK LM INC,,,,
11894345,,(none),SAWVIVOR INC,,,,
11574121,,(none),ITT AUTOMOTIVE ELECTRICAL INC,,,,
13135207,,(none),EKA SYSTEMS INC,,,,
11595852,,(none),BOSTON HEART FOUNDATION INC,,,,
10833453,,(none),PINFIN INC,,,,
10944745,,(none),INTEGRATED CHEMISTRIES INC,,,,
11306059,,(none),PLASMATECHNIK AG,,,,
11493323,,(none),LAIR LIQUIDE SA,,,,
11365156,,(none),AUGAT COMMUNICATION PRODUCTS INC,,,,
12319692,,(none),STILES INVENTIONS LLC,,,,
12530602,,(none),ACTIVE BUDDY INC,,,,
10867808,,(none),HERCON LABORATORIES CORPORATION,,,,
10389499,,(none),CHIDREN S HOSPITAL MEDICAL CENTER,,,,
12211198,,(none),OLIN AEGIS,,,,
11968661,,(none),ARTIFICIAL INSEMINATION TECHNOLOGIES LLC,,,,
12940951,,(none),ETHEICON ENDOSURGERY INC,,,,
12533247,,(none),DEVGEN NV,,,,
12077660,,(none),MESTA ELECTRONICS INC,,,,
11364640,,(none),SP RECLAMATION INC,,,,
12257148,,(none),SAMINCO INC,,,,
10738681,,(none),JODEL ASSOCIATES INC,,,,
11612109,,(none),JX CRYSTALS INC,,,,
12714956,,(none),LIGHTRAIL NETWORKS INC,,,,
12291497,,(none),DHD HEALTHCARE CORPORATION,,,,
11210076,,(none),CALSURGICAL INC,,,,
10827219,,(none),AGRACETUS CORPORATION,,,,
11464792,,(none),HYBRIVET SYSTEMS INC,,,,
10816845,,(none),PATHE COMPUTER CONTROL SYSTEMS INC,,,,
13073681,,(none),PENTAIR POOL PRODUCTS,,,,
13075069,,(none),TRANSWORLD LIGHTING INC,,,,
12648938,,(none),VIKING TECHNOLOGIES LC,,,,
22815912,,(none),MIXING MASS TRANSFER TECHNOLOGIES LLC,,,,
12764956,,(none),MOMENTUM BILGISAYAR YAZILIM DANISMANLIK TICARET AS,,,,
11667594,,(none),ENTERON LP,,,,
13106350,,(none),LENOVO SINGAPORE0 PTE LTD,,,,
12649876,,(none),XYLETECH SYSTEMS INC,,,,
12922455,,(none),ULTIMA LABS INC,,,,
13104485,,(none),KOYO STEERING SYSTEMS OF NORTH AMERICA INC,,,,
11629929,,(none),SEPRACHEM INC,,,,
13180057,,(none),UNICRU INC,,,,
10964476,,(none),QUALITE SPORTS LIGHTING INC,,,,
12477887,,(none),TELE ATLAS NORTH AMERICA,,,,
11660242,,(none),FLEXTECH SYSTEMS INC,,,,
12895273,,(none),QUANTUM MATERIALS DESIGN INC,,,,
10176368,,(none),BOLTSWITCH INC,,,,
12969081,,(none),JJENCO INC,,,,
12938550,,(none),ARNGEN INC,,,,
12107561,,(none),SMITH NEPHEW NORTH AMERICA,,,,
11374708,,(none),FUSAN LABS INC,,,,
11452817,,(none),KARLSHAMNS AB,,,,
11704110,,(none),CELLTECH THERAPEUTICS LIMITED,,,,
11841706,,(none),IMMUSOL INC,,,,
11458132,,(none),BENNETT AMBROGIO AND CONANT,,,,
10957423,,(none),EIC LABORATORIES INC,,,,
11722970,,(none),VERTEX PHARMACEUTICAL INC,,,,
12385452,,(none),XRITE INC,,,,
13125790,,(none),CONCEPTS IN MEDICINE III LLC,,,,
13088004,,(none),BIOHEART INC,,,,
12762792,,(none),STMICROELECTONICS PVT LTD,,,,
12387351,,(none),GO TEC INC,,,,
11747149,,(none),DALEBOOT USA,,,,
12108817,,(none),COMPARATIVE VISUAL ASSESSMENTS INC,,,,
12803554,,(none),IHI AEROSPACE CO LTD,,,,
10977763,,(none),WILLIAMS PHILLIPS UMPHLETT,,,,
12024543,,(none),QVEX INC,,,,
11189770,,(none),LUNAYACH COMMUNICATIONS CONSULTANTS,,,,
12263261,,(none),INNOTEK PET PRODUCTS INC,,,,
11222901,,(none),PRECISION LAPPING OPTICAL CO INC,,,,
12921787,,(none),THERMOGENIC IMAGING INC,,,,
12632740,,(none),MINDWORKS IMAGINEERING INC,,,,
13203989,,(none),ETC III LLC,,,,
11213320,,(none),ROBART ENTERPRISES INC,,,,
13132872,,(none),GAMBER JOHNSON LLC,,,,
12083785,,(none),MERCOSAVORY INC,,,,
11414169,,(none),A C LEADBETTER SON INC,,,,
11177771,,(none),KEVEX XRAY,,,,
11992708,,(none),NONVOLATILE ELECTRONICS INCORPORATED,,,,
10851249,,(none),MPA DIVERSIFIED PRODUCTS INC,,,,
12220499,,(none),CARDIMA INC,,,,
11459996,,(none),NESTLE SA,,,,
11246408,,(none),AIRCRAFT BRAKING SYSTEMS CORPORATION,,,,
11367764,,(none),ROSE DISPLAYS LTD,,,,
12260331,,(none),BEI KIMCO MAGNETICS DIVISION,,,,
13185719,,(none),ROCKWELL ELECTRONICS COMMERCE TECHNOLOGIES LLC,,,,
10887465,,(none),BEN WADE OAKES DICKINSON III ET AL,,,,
12751076,,(none),CABLYNX INC,,,,
13055542,,(none),AQUATECH FITNESS CORP,,,,
12492035,,(none),RHODIA ACETOW,,,,
13240773,,(none),FRONTIER PAPER PACKAGING INC,,,,
12257009,,(none),FAUSKE ASSOCIATES INC,,,,
10948514,,(none),UAS SUPPORT INC,,,,
12957059,,(none),YOTTAYOTTA INC,,,,
13221421,,(none),SIMPLEHUMER LLC,,,,
12419468,,(none),TECAN TRADING AG,,,,
13125455,,(none),JJ VISION CARE INC,,,,
12926871,,(none),DAYTON TECHNOLOGIES LLC,,,,
13009326,,(none),3M INNOVATIVE PROPERTIES COMAPNY,,,,
11042018,,(none),LDC ANALYTICAL INC,,,,
12840098,,(none),SURGICAL CONNECTIONS INC,,,,
13084077,,(none),AURORA INSTRUMENTS INC,,,,
12910903,,(none),HYDRASTOP INC,,,,
12196718,,(none),GENE TARGETING CORP,,,,
10677957,,(none),EATON OPTIMETRIX INC,,,,
12834440,,(none),QUESTEL ADHESIVES,,,,
12955964,,(none),FARICHILD SEMICONDUCTOR CORPORATION,,,,
11675604,,(none),TELEDYNE PRINCETON INC,,,,
11273761,,(none),KOBE STEEL USA INC ELECTRONIC MATERIALS CENTER,,,,
12165798,,(none),RSV INVENTION ENTERPRISES,,,,
11811993,,(none),TEXTRON AUTOMOTIVE INTERIORS INC,,,,
12743702,,(none),OMNEON VIDEO NETWORKS,,,,
12841624,,(none),RJ MEARS LLC,,,,
11445063,,(none),ALLIED PRECISION INDUSTRIES INC,,,,
11775780,,(none),CDCOMM SYSTEMS INC,,,,
11903196,,(none),DIAMOND PRODUCTS INTERNATIONAL INC,,,,
12665031,,(none),SMS DEMAG AG,,,,
12027107,,(none),LOCRBAR LLC,,,,
13095374,,(none),PHOTONIC MATERIALS LIMITED,,,,
11212241,,(none),INCOR SYSTEMS INC,,,,
10867973,,(none),SARCOS INC,,,,
12937316,,(none),HALLIBURTN ENERGY SERVICES INC,,,,
12902812,,(none),NOSTIX LLC,,,,
13074666,,(none),APPYMETRIC INC,,,,
11395180,,(none),U S WEST NEWVECTOR GROUP INC,,,,
12536704,,(none),RAVEN BIOTECHNOLOGIES INC,,,,
12323165,,(none),KEENCOM INC,,,,
11460626,,(none),OPTA FOOD INGREDIENTS INC,,,,
12730173,,(none),CHEMGENEX THERAPEUTICS INC,,,,
12756127,,(none),ORIDION BREATHID LTD,,,,
13064934,,(none),ALBEMARLE NETHERLANDS BV,,,,
11409653,,(none),SNOW VISIONS INC,,,,
11449912,,(none),JET SEW TECHNOLOGIES INC,,,,
10957921,,(none),FLAGMAN INC,,,,
11023778,,(none),D X IMAGING,,,,
12541235,,(none),AMERSHA HEALTH AS,,,,
12278453,,(none),NETSPEAK CORPORATION,,,,
13117905,,(none),BLINKY BONES INC,,,,
12480177,,(none),ATAIRGIN TECHNOLOGIES INC,,,,
13158035,,(none),QUALCOMM INDORPORATED,,,,
13087417,,(none),NORTHROP GUNMAN CORPORATION,,,,
10878146,,(none),ASM FICO,,,,
12692222,,(none),MASSENGILL FAMILY TRUST,,,,
13214173,,(none),AOL TIME WARNER INTERACTIVE VIDEO GROUP INC,,,,
12376355,,(none),MACRO ENERGYTECH INC,,,,
11612001,,(none),STEPHEN SCHWARTZ DESIGN,,,,
12275946,,(none),OIN DESIGN AUTOMATION,,,,
13007404,,(none),WSETPORT FINANCIAL LLC,,,,
12770599,,(none),AEGIS SEMICONDUCTOR INC,,,,
12039239,,(none),NICHIGOMORTON CO LTD,,,,
12930556,,(none),ZIMMER ORTHOPAEDIC SURGICAL PRODUCTS INC,,,,
10518651,,(none),VAPOR ENERGY INC,,,,
12402839,,(none),CALMEDICA LLC,,,,
12490305,,(none),AIR PRODUCTS POLYMERS LP,,,,
12251563,,(none),SILICON PIE INC,,,,
10923770,,(none),LOGICAL HEATING SYSTEMS INC,,,,
12042243,,(none),POLYTHERAPEUTICS INC,,,,
11287457,,(none),ENI DIV OF ASTEC AMERICA INC,,,,
10740696,,(none),BESSAMAIRE INC,,,,
13251597,,(none),AGILENT TECHNOLOGIE INC,,,,
11171819,,(none),IBC ADVANCED TECHNOLOGIES INC,,,,
12926164,,(none),NEXTG NETWORKS INC,,,,
11638541,,(none),ONDEMAND ENVIRONMENTAL SYSTEMS INC,,,,
12144944,,(none),DWBH VENTURES LTD,,,,
12841361,,(none),LIGHTGAGE INC,,,,
11620793,,(none),BENHAM ELECTROSYNTHESIS COMPANY INC,,,,
12186658,,(none),MCDERMOTT TECHNOLOGY INC,,,,
11029388,,(none),ZIPPERLING KESSLER CO,,,,
13138853,,(none),SYMBOL TECHNLOGIES INC,,,,
12972343,,(none),FULCRUM COMPOSITES INC,,,,
11490437,,(none),TREND PLASTICS II INC,,,,
11516078,,(none),BIOMEDICAL FRONTIERS INC,,,,
12190866,,(none),BASF COATINGS AC,,,,
11429435,,(none),TAILORED LIGHTING COMPANY INC,,,,
12307972,,(none),SUPER EPITAXIAL PRODUCTS INC,,,,
12636224,,(none),LANCER FBD,,,,
12631444,,(none),SALVONA LLC,,,,
12196270,,(none),HAPAK ENTERPRISES,,,,
11524346,,(none),ECOPOL LLC,,,,
11603844,,(none),MLI ACQUISITION CORP II,,,,
13048000,,(none),NARAD NETWORKS INC,,,,
10875545,,(none),STALEY CONTINENTAL INC,,,,
12229756,,(none),TERAMAED INC,,,,
10864930,,(none),INTELLIGENT SURGICAL LASERS INC,,,,
13081230,,(none),APACHE DESIGN SOLUTIONS INC,,,,
12597634,,(none),VERITRAN INC,,,,
12837006,,(none),CORRECT BUILDING PRODUCTS LLC,,,,
13087153,,(none),OMROVA SOLUTIONS INC,,,,
10210341,,(none),ONO PHARMACEUTICAL CO LTD,,,,
12879686,,(none),IMX LABS INC,,,,
12790386,,(none),DYNAPEL SYSTEMS INC,,,,
12412450,,(none),NATURAL VISION CENTER INC,,,,
10514057,,(none),INMOS CORPORATION,,,,
11398343,,(none),ECOLE POLYTECHNIQUE DE MONTREAL,,,,
12616233,,(none),LAMBDA EMI,,,,
11522970,,(none),MICRON OPTICS INC,,,,
11351092,,(none),PROTEK DEVICES LP,,,,
11219916,,(none),DUNCAN INDUSTRIES PARKING CONTROL SYSTEMS CORP,,,,
11762582,,(none),IOTEK INC,,,,
11184379,,(none),BIOWHITTAKER INC,,,,
11810701,,(none),DELI USA LP,,,,
11046085,,(none),SVECIA ANTIQUA LIMITED,,,,
12417595,,(none),COMNET ERICCSON CRITICAL RADIO SYSTEMS INC,,,,
11453798,,(none),SCIMED LIFE SYSTEMS,,,,
12927637,,(none),SERVICE METAL FABRICATING INC,,,,
12462898,,(none),INSYSTEM DESIGN INC,,,,
12583116,,(none),INNOVATIVE TECHNOLOGY LICENSING LLC,,,,
13151118,,(none),TIBO SOFTWARE INC,,,,
12013176,,(none),JRC CANADA INC,,,,
12830684,,(none),AFFINIUM PHARMACEUTICALS INC,,,,
13130054,,(none),FORD GLOBAL TECHNOLOGLIES LLC,,,,
13096609,,(none),G H NEVADA TEK,,,,
12394711,,(none),PLANT GENETIC SYSTEMS,,,,
11291367,,(none),APPLIED VISION CONCEPTS INC,,,,
12730513,,(none),TULARIX INC,,,,
13140443,,(none),GO SPORTING GOODS LLC,,,,
13083488,,(none),FOOTEMATS INC,,,,
12163785,,(none),ORTHOMCNEIL PHARMACEUTICAL INC,,,,
13070494,,(none),TEEM PHOTONICS SA,,,,
11756297,,(none),ALKERMES CONTROLLED THERAPEUTICS INC,,,,
12514436,,(none),GEM LIGHTING LLC,,,,
12980379,,(none),IMPRESSONIC AB,,,,
12631519,,(none),MICROBAN PRODUCTS COMPANY,,,,
12297846,,(none),RIVER VALLEY ENDODONTICS PA,,,,
12887363,,(none),HAEMOSCOPE CORPORATION,,,,
23017116,,(none),KONINKLIJKE PHILIPS ELECTRONICS,,,,
12371457,,(none),KAMAN MUSIC CORPORATION,,,,
11448141,,(none),CAMPBELL MACHINES COMPANY,,,,
13122828,,(none),SIRNA THERAPUTICS INC,,,,
13252600,,(none),BIOKIDZ USA NFP,,,,
12255102,,(none),ALBERTA RESEARCH COUNCIL,,,,
12981831,,(none),MIGENIX INC,,,,
13053777,,(none),GENETICS INDTITUTE LLC,,,,
12680382,,(none),MSTAR SEMICONDUCTOR INC,,,,
12000258,,(none),ZEOLITICS INC,,,,
11170226,,(none),ERICO FASTENING SYSTEMS INC,,,,
11852779,,(none),AXIOHM IPB INC,,,,
11222990,,(none),ROWEDEINES INSTRUMENTS INCORPORATED,,,,
12885666,,(none),REVENUE SCIENCE INC,,,,
13109561,,(none),MENACHE LLP,,,,
12089851,,(none),BIOMED DIAGNOSTICS,,,,
11681528,,(none),DISCOVISION ASSOCIATE,,,,
11995787,,(none),DESIGNED NUTRITIONAL PRODUCTS INC,,,,
11615635,,(none),THE FAMILY TRUST UTA,,,,
11791939,,(none),PROGRAMMABLE MICROELECTRONIC CORPORATION,,,,
12217462,,(none),NUCYCLE THERAPY INC,,,,
12072920,,(none),DERMALOGIX PARTNERS INC,,,,
11587395,,(none),GAIT SCAN INC,,,,
12630517,,(none),ACCUASSEMBLY INC,,,,
11767764,,(none),ZYNAXIS INC,,,,
12495176,,(none),DH20 LLC,,,,
12547375,,(none),RODEL HOLDINGS INC,,,,
10823938,,(none),SCHNEIDERSHILEY INC,,,,
13043768,,(none),XTELLUS INC,,,,
11583326,,(none),R T KOSMINDER INC,,,,
12089813,,(none),MOLECULAR INNOVATIONS INC,,,,
11210202,,(none),SPATIAL POSITIONING SYSTEMS INC,,,,
12290776,,(none),TURKIYE SISE CAM,,,,
13154939,,(none),BELLSOUTH INTELLECTUAL PROPERTY CORPORTION,,,,
12203523,,(none),THROMBX NV,,,,
11248040,,(none),CARE WISE MEDICAL PRODUCTS CORPORATION,,,,
12280054,,(none),ALLIEDSIGNAL COMPOSITES INC,,,,
11690996,,(none),SEMITHERM,,,,
11662696,,(none),CORDIS INNOVASIVE SYSTEMS INC,,,,
13122309,,(none),BIOLEX NEWCO I INC,,,,
12413333,,(none),SETANTA THERAPEUTICS INC,,,,
12477865,,(none),RAINDROP GEOMAGIC INC,,,,
12519078,,(none),FROST LINKS INC,,,,
12271643,,(none),FTNI INC,,,,
11820556,,(none),KEYSTONE THERMOMETRICS CORPORATION,,,,
10897888,,(none),LAMBDA PHYSIK,,,,
12580820,,(none),ADVANCED LOCHLEAR SYSTEMS INC,,,,
11045478,,(none),CENTER FOR INNOVATIVE TECHNOLOGY,,,,
12484409,,(none),MQS INC,,,,
12845011,,(none),TELEPHIA INC,,,,
12916101,,(none),QUELIAN INC,,,,
10432362,,(none),CLOVERLINE INC,,,,
12520432,,(none),OMEROS CORPORATION,,,,
11951119,,(none),STEPHEN A SCHWARTZ AND DESIGN LAB LLC,,,,
11924550,,(none),BARNESJEWISH HOPITAL,,,,
11863989,,(none),FRONT RANGE FAKEL INC,,,,
11213755,,(none),ADVANCED HYDROLYZING SYSTEMS INC,,,,
10106261,,(none),FIRMEWICH SA,,,,
12403030,,(none),GUILFOYLE INC,,,,
12937299,,(none),SKYLTD,,,,
11691318,,(none),MOTOROLA ENERGY SYSTEMS INC,,,,
12234593,,(none),CCCOMPLETE INC,,,,
12484606,,(none),SN CONTROLS LLC,,,,
12493139,,(none),XIRLINK INC,,,,
11744598,,(none),SIEMENS SWITZERLAND LTD,,,,
10615971,,(none),HILTONDAVIS CHEMICAL CO,,,,
12094555,,(none),F HOFFMANLAROCHE AG,,,,
10581880,,(none),HIRACHI KOKI CO LTD,,,,
11477078,,(none),RELM COMMUNICATIONS INC,,,,
12721569,,(none),APPLIED VISION COMPANY LLC,,,,
11583963,,(none),LORAL INFRARED IMAGING SYSTEMS INC,,,,
13153853,,(none),SKYPILOT NETWORK INC,,,,
11656013,,(none),INGENIOUS DESIGN PRODUCTS,,,,
13065937,,(none),WILTEL COMMUNICATIONS GROUP LLC,,,,
12731294,,(none),BIOFISICA LLC,,,,
12976896,,(none),AB TETRAPAK,,,,
11636641,,(none),MEMORIAL SLOAN KETTERING CANCER CENTER,,,,
12234006,,(none),BECHTEL BWTX IDAHO LLC,,,,
13080440,,(none),STARENT NETWORKS CORP,,,,
11927602,,(none),COVALENT ASSOCIATES,,,,
12072336,,(none),ORAVAX MERIEUX CO,,,,
12358091,,(none),WALTER LORENZ SURGICAL INC,,,,
11612308,,(none),JOHN B SANFILIPPO SONS INC,,,,
11909851,,(none),HEADFIRST PRODUCTS,,,,
10847009,,(none),RANCO ELECTRONICS DIVISION,,,,
11261862,,(none),KOMATSU DRESSER COMPANY A GENERAL PARTNERSHIP,,,,
13229050,,(none),APPLERA COPORATION,,,,
11486030,,(none),INSTITUTE OF ORGANIC CHEMISTRY AND BIOCHEMISTRY OF THE ACADEMY OF SCIENCES OF TH,,,,
11749001,,(none),US ROBOTICS MOBILE COMMUNICATIONS CORP,,,,
13125734,,(none),ADVANCED CARDIOVASCULAR SYSTMES INC,,,,
10983694,,(none),CENTURY ADHESIVES CORP,,,,
12991561,,(none),VULCAN PATENTS LLC,,,,
10973462,,(none),EASTERN AIR DEVICES INC,,,,
13210106,,(none),CORETECH OPTICAL INC,,,,
11510600,,(none),BROADBAND COMMUNICATIONS PRODUCTS INC,,,,
10535631,,(none),HYDROQUABAC,,,,
13142134,,(none),SUREN SYSTEMS LTD,,,,
11680084,,(none),ARTISTIC ANALYTICAL METHODS INC,,,,
11007864,,(none),JOHN E FETZER FOUNDATION,,,,
11108185,,(none),CELL ANALYSIS SYSTEMS INC,,,,
13158499,,(none),KDS CONTROLS,,,,
12232653,,(none),MICROCOATING TECHNOLOGIES INC,,,,
12688371,,(none),THOREN AQUATIC SYSTEMS INC,,,,
12967905,,(none),CISCO TECHNOLOGIY INC,,,,
10935527,,(none),GENIGRAPHICS CORPORTION,,,,
11365832,,(none),AEG TRANSPORTATION SYSTEMS INC,,,,
10874967,,(none),AMERICAN BIOINTERFACE CORPORATION,,,,
12016603,,(none),PLEASANT PRECISION INC,,,,
12779636,,(none),NETWORK ELEMENTS INC,,,,
11326962,,(none),ELECTROVERT USA CORP,,,,
10532956,,(none),CORNING FRANCE SA,,,,
12342713,,(none),SOLCO BIOMEDICAL CO LTD,,,,
13108481,,(none),INNOVATIVE THIN FILMS LTD,,,,
12570294,,(none),QUALITEKVIB INC,,,,
13182245,,(none),LUXTERN INC,,,,
11110782,,(none),FUJI KIKO CO LTD,,,,
12400139,,(none),HOCIRC PITAL SAINTEJUSTINE,,,,
13247797,,(none),SEARS PETROLEUM TRANPORT CORPORATION,,,,
10823041,,(none),CATALYTICA ASSOCIATES INC,,,,
13168377,,(none),GEORGIATECH RSEARCH CORPORATION,,,,
12702191,,(none),QTEC SYSTEMS LLP,,,,
11295929,,(none),FELSTE CO INC,,,,
12180784,,(none),PROCYON PHARMACEUTICALS INC,,,,
12012192,,(none),SUPERNOVA CLEAN WORLD,,,,
13066082,,(none),BLOEMER MEISER WESTERKAMP LLC,,,,
10787572,,(none),FLUID POWER COMPONENTS INC,,,,
11995399,,(none),EMBOL X INC,,,,
11299740,,(none),BENDIXATLANTIC INFLATOR COMPANY,,,,
11978186,,(none),ENGATE INCORPORATED,,,,
11202621,,(none),UCAR CARBON TECHNOLOGY CORPORATION,,,,
12634275,,(none),INCYTE GENOMICS CORP,,,,
12678688,,(none),NORTH COAST CLUTCH COMPANY INC,,,,
13141085,,(none),SAFETY SYRINES INC,,,,
11873255,,(none),CYTO THERAPEUTICS INC,,,,
12954748,,(none),JAMES F AND LORI WIMBUSH TRUST,,,,
12833252,,(none),FQUBED,,,,
13117818,,(none),ESEEK INC,,,,
12164717,,(none),RIGAKUUSA INC,,,,
11191192,,(none),NATURALL SYSTEMS INC,,,,
12903568,,(none),PREDICANT BIOSCIENCES INC,,,,
12397295,,(none),MBT HOLDING AG,,,,
11709471,,(none),ALLISON ADVANCED DEVELOPMENT COMPANY,,,,
11138101,,(none),R H MURPHY CO INC,,,,
12825866,,(none),MEDTRONIC ENDONETICS INC,,,,
11665566,,(none),DISCOVERY THERAPEUTICS INC,,,,
11995386,,(none),ELECTROSCOPE INC,,,,
12584403,,(none),MAGNUSFARLEY INC,,,,
13012470,,(none),ECOPIA BIOSCIENCES INC,,,,
10337636,,(none),MILLER ZELL INC,,,,
12246515,,(none),TECNU INC,,,,
12980212,,(none),INVISTA NORTH AMERICA SA RL,,,,
12443989,,(none),MICHEAL W WOOD,,,,
11825552,,(none),AGA MEDICAL CORPORATION,,,,
11346452,,(none),IMPRA INC,,,,
10850545,,(none),PARAMETER GENERATION CO,,,,
11703799,,(none),BARTELL MACHINERY SYSTEMS INC,,,,
11399767,,(none),SIMPSON CLEANING SYSTEMS INC,,,,
12293914,,(none),UBERTECH TEXAS INC,,,,
11202227,,(none),DOLANJENNER INDUSTRIES INC,,,,
